,Start Time,End Time,Trip Duration,Start Station,End Station,User Type
600106,2017-03-27 10:23:00,2017-03-27 10:41:00,1077.277,Independence Ave & L'Enfant Plaza SW/DOE,Massachusetts Ave & Dupont Circle NW,Subscriber
21634,2017-01-05 18:24:00,2017-01-05 18:36:00,767.062,New Hampshire Ave & 24th St NW,California St & Florida Ave NW,Subscriber
287741,2017-02-17 08:10:00,2017-02-17 08:14:00,236.957,14th St & Spring Rd NW,14th & Irving St NW,Subscriber
1280893,2017-05-25 11:00:25,2017-05-25 11:07:21,415.66900000000004,1st & D St SE,1st & N St  SE,Subscriber
454271,2017-03-08 08:43:00,2017-03-08 08:57:00,835.633,Columbus Circle / Union Station,3rd & G St SE,Subscriber
1157847,2017-05-15 05:35:11,2017-05-15 05:58:25,1393.224,Smithsonian-National Mall / Jefferson Dr & 12th St SW,5th & K St NW,Customer
1458619,2017-06-09 01:34:26,2017-06-09 01:45:12,646.2090000000001,17th & K St NW / Farragut Square,Massachusetts Ave & Dupont Circle NW,Subscriber
395724,2017-02-28 08:49:00,2017-02-28 09:06:00,1019.148,Convention Center / 7th & M St NW,20th & E St NW,Subscriber
1302877,2017-05-27 09:18:31,2017-05-27 09:27:38,547.46,8th & O St NW,10th & U St NW,Subscriber
608193,2017-03-27 20:28:00,2017-03-27 20:31:00,201.94299999999998,14th & Belmont St NW,10th & Florida Ave NW,Subscriber
1717460,2017-06-28 07:47:23,2017-06-28 08:42:38,3315.401,8th & East Capitol St NE,Massachusetts Ave & Dupont Circle NW,Customer
262069,2017-02-13 15:04:00,2017-02-13 15:14:00,639.342,Wilson Blvd & Franklin Rd,Wilson Blvd & N Quincy St,Subscriber
1649297,2017-06-23 10:13:20,2017-06-23 10:21:42,502.81699999999995,18th St & Wyoming Ave NW,7th & T St NW,Subscriber
1317730,2017-05-29 01:32:41,2017-05-29 07:45:32,22370.926,Massachusetts Ave & Dupont Circle NW,Massachusetts Ave & Dupont Circle NW,Customer
407993,2017-03-01 18:26:00,2017-03-01 18:34:00,430.04,19th & G St NW,15th & P St NW,Subscriber
522961,2017-03-18 19:19:00,2017-03-18 19:21:00,125.336,15th & P St NW,16th & R St NW,Subscriber
38245,2017-01-10 08:54:00,2017-01-10 09:01:00,406.668,5th & K St NW,14th & L St NW,Subscriber
1292049,2017-05-26 09:11:36,2017-05-26 09:29:26,1070.4260000000002,6th St & Indiana Ave NW,1st & K St SE,Subscriber
324191,2017-02-20 16:24:00,2017-02-20 17:24:00,3646.225,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
545106,2017-03-21 17:27:00,2017-03-21 17:34:00,398.389,7th & F St NW/Portrait Gallery,North Capitol St & F St NW,Subscriber
1538165,2017-06-15 02:24:15,2017-06-15 02:38:42,867.0210000000001,1st & Washington Hospital Center NW,5th & Kennedy St NW,Subscriber
128738,2017-01-25 08:39:00,2017-01-25 08:47:00,455.04699999999997,3rd & G St SE,Washington & Independence Ave SW/HHS,Subscriber
1010753,2017-04-30 11:39:31,2017-04-30 11:46:45,433.767,18th St & Wyoming Ave NW,Massachusetts Ave & Dupont Circle NW,Subscriber
840890,2017-04-16 01:01:10,2017-04-16 01:16:45,934.4839999999999,14th & Belmont St NW,M St & Pennsylvania Ave NW,Subscriber
1253968,2017-05-23 03:37:27,2017-05-23 03:48:56,688.873,20th & E St NW,14th & D St NW / Ronald Reagan Building,Subscriber
1552251,2017-06-16 02:41:28,2017-06-16 02:45:47,259.284,21st St & Pennsylvania Ave NW,17th & K St NW / Farragut Square,Subscriber
297310,2017-02-18 13:00:00,2017-02-18 13:18:00,1118.62,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
1592889,2017-06-19 07:51:26,2017-06-19 08:26:20,2093.801,11th & F St NW,Jefferson Dr & 14th St SW,Customer
142701,2017-01-26 19:01:00,2017-01-26 19:19:00,1129.703,S Glebe & Potomac Ave,S Four Mile Run Dr & S Shirlington Rd,Subscriber
1282996,2017-05-26 02:22:23,2017-05-26 02:30:22,478.749,N Lynn St & Fairfax Dr,Potomac & M St NW,Subscriber
1248475,2017-05-22 06:35:21,2017-05-22 07:57:47,4946.652,10th & K St NW,New York Ave & 15th St NW,Customer
1351739,2017-05-31 11:50:54,2017-05-31 11:54:18,204.00599999999997,Lincoln Memorial,Lincoln Memorial,Customer
57964,2017-01-12 20:25:00,2017-01-12 20:30:00,272.439,Clarendon Blvd & N Fillmore St,Washington Blvd & 7th St N,Subscriber
569469,2017-03-24 14:40:00,2017-03-24 16:18:00,5888.105,21st & M St NW,21st & M St NW,Customer
73853,2017-01-15 22:10:00,2017-01-15 22:22:00,700.793,Gallaudet / 8th St & Florida Ave NE,Rhode Island Ave Metro,Subscriber
1224997,2017-05-20 06:12:41,2017-05-20 06:25:47,786.0219999999999,15th St & Massachusetts Ave SE,6th & H St NE,Subscriber
686494,2017-04-04 06:09:38,2017-04-04 06:41:09,1891.0279999999998,25th St & Pennsylvania Ave NW,Wisconsin Ave & O St NW,Customer
1127419,2017-05-12 04:31:27,2017-05-12 04:58:52,1645.396,Potomac & M St NW,11th & Kenyon St NW,Subscriber
120061,2017-01-24 07:35:00,2017-01-24 07:49:00,864.54,15th & P St NW,23rd & E St NW ,Subscriber
323382,2017-02-20 15:36:00,2017-02-20 15:55:00,1167.562,8th & H St NW,2nd & G St NE,Customer
303455,2017-02-18 18:26:00,2017-02-18 18:33:00,435.75800000000004,5th St & Massachusetts Ave NW,New Jersey Ave & R St NW,Subscriber
227661,2017-02-08 08:26:00,2017-02-08 08:45:00,1139.281,14th & Irving St NW,7th & F St NW/Portrait Gallery,Subscriber
1108893,2017-05-10 01:56:49,2017-05-10 02:03:07,378.542,California St & Florida Ave NW,21st & M St NW,Subscriber
213855,2017-02-06 18:08:00,2017-02-06 18:19:00,648.395,10th & K St NW,18th & R St NW,Subscriber
106363,2017-01-21 10:16:00,2017-01-21 10:18:00,92.95,D St & Maryland Ave NE,D St & Maryland Ave NE,Subscriber
1383049,2017-06-03 03:10:46,2017-06-03 03:49:41,2335.177,12th & L St NW,12th & L St NW,Customer
286410,2017-02-16 20:20:00,2017-02-16 20:23:00,179.243,Ballston Metro / N Stuart & 9th St N,Glebe Rd & 11th St N,Subscriber
1010432,2017-04-30 11:25:53,2017-04-30 11:52:01,1567.9779999999998,1st & M St NE,California St & Florida Ave NW,Subscriber
623274,2017-03-29 11:22:00,2017-03-29 11:30:00,489.463,15th & P St NW,17th & G St NW,Subscriber
1547048,2017-06-15 08:33:16,2017-06-15 08:44:48,691.988,6th & H St NE,10th & E St NW,Subscriber
1389288,2017-06-03 09:03:33,2017-06-03 09:07:19,226.479,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,Iwo Jima Memorial/N Meade & 14th St N,Customer
1719934,2017-06-28 08:51:01,2017-06-28 09:05:24,862.836,Iwo Jima Memorial/N Meade & 14th St N,Clarendon Metro / Wilson Blvd & N Highland St,Subscriber
1746819,2017-06-30 08:31:50,2017-06-30 08:44:43,772.459,Georgia & New Hampshire Ave NW,15th & Euclid St  NW,Subscriber
1106160,2017-05-09 09:29:07,2017-05-09 09:41:01,714.81,Thomas Circle,25th St & Pennsylvania Ave NW,Subscriber
701116,2017-04-05 07:08:00,2017-04-05 07:23:24,923.706,L'Enfant Plaza / 7th & C St SW,17th & G St NW,Subscriber
335396,2017-02-21 20:14:00,2017-02-21 20:25:00,705.189,14th St & New York Ave NW,Massachusetts Ave & Dupont Circle NW,Subscriber
199385,2017-02-04 14:08:00,2017-02-04 14:13:00,292.176,New Hampshire Ave & T St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
1169011,2017-05-16 04:50:05,2017-05-16 05:04:17,852.038,4th & D St NW / Judiciary Square,14th & D St SE,Subscriber
1709086,2017-06-28 01:20:19,2017-06-28 01:31:11,651.952,Lynn & 19th St North,Kennedy Center,Subscriber
1544422,2017-06-15 07:16:56,2017-06-15 07:37:44,1247.108,Kennedy Center,Columbia Rd & Belmont St NW,Customer
679048,2017-04-03 09:07:00,2017-04-03 09:28:04,1263.521,3rd St & Pennsylvania Ave SE,Jefferson Dr & 14th St SW,Customer
374306,2017-02-25 12:36:00,2017-02-25 12:54:00,1091.518,Georgetown Harbor / 30th St NW,Jefferson Dr & 14th St SW,Subscriber
410026,2017-03-01 23:16:00,2017-03-01 23:24:00,449.745,8th & O St NW,1st & Rhode Island Ave NW,Subscriber
1735364,2017-06-29 09:47:44,2017-06-29 10:13:40,1555.973,20th St & Virginia Ave NW,11th & O St NW,Customer
1037145,2017-05-03 01:16:55,2017-05-03 01:23:57,421.832,15th & K St NW,15th & P St NW,Subscriber
1223231,2017-05-20 04:41:57,2017-05-20 04:55:23,805.666,10th St & Constitution Ave NW,10th & G St NW,Customer
1318886,2017-05-29 02:26:34,2017-05-29 02:47:22,1248.313,6th St & Indiana Ave NW,15th & W St NW,Subscriber
1146238,2017-05-14 05:19:07,2017-05-14 05:36:32,1045.828,New Hampshire Ave & T St NW,New Hampshire Ave & T St NW,Customer
912369,2017-04-21 09:22:10,2017-04-21 09:27:04,293.901,New Jersey Ave & N St NW/Dunbar HS,1st & Rhode Island Ave NW,Subscriber
101678,2017-01-20 14:34:00,2017-01-20 15:20:00,2758.2459999999996,14th & V St NW,7th & F St NW/Portrait Gallery,Customer
1657836,2017-06-24 06:39:37,2017-06-24 06:53:12,814.7610000000001,Convention Center / 7th & M St NW,8th & East Capitol St NE,Subscriber
1614565,2017-06-21 05:14:31,2017-06-21 08:14:52,10821.377,2nd St & Massachusetts Ave NE,2nd St & Massachusetts Ave NE,Customer
1566740,2017-06-17 03:44:46,2017-06-17 04:15:35,1849.379,4th St & Madison Dr NW,17th & G St NW,Customer
983313,2017-04-28 11:36:31,2017-04-28 11:41:29,298.585,Madison & N Henry St,Saint Asaph St & Pendleton  St,Subscriber
1674680,2017-06-25 08:55:02,2017-06-25 09:53:29,3507.655,C & O Canal & Wisconsin Ave NW,Georgetown Harbor / 30th St NW,Subscriber
1033968,2017-05-02 08:52:22,2017-05-02 09:10:04,1061.608,3rd & D St SE,New York Ave & 15th St NW,Subscriber
1164563,2017-05-15 10:11:44,2017-05-15 10:26:41,896.992,17th & K St NW,15th & P St NW,Customer
950899,2017-04-26 07:20:45,2017-04-26 07:56:42,2157.009,Potomac Greens Dr & Slaters Ln,15th & K St NW,Subscriber
22716,2017-01-05 21:59:00,2017-01-05 22:09:00,623.422,14th & V St NW,Georgia & New Hampshire Ave NW,Subscriber
705740,2017-04-05 10:13:35,2017-04-05 10:18:47,311.846,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Lincoln Park / 13th & East Capitol St NE ,Subscriber
1082869,2017-05-07 11:19:47,2017-05-07 11:27:12,445.279,Lincoln Memorial,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Customer
595488,2017-03-26 15:44:00,2017-03-26 16:01:00,1006.311,10th & Florida Ave NW,18th St & Wyoming Ave NW,Subscriber
688023,2017-04-04 07:03:01,2017-04-04 07:18:14,912.185,Commonwealth Ave & Oak St,26th & S Clark St,Subscriber
1682089,2017-06-26 04:32:14,2017-06-26 05:01:19,1745.555,17th & G St NW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
1294228,2017-05-26 11:37:03,2017-05-27 12:05:48,1725.1470000000002,15th & L St NW,15th & N Scott St,Subscriber
567013,2017-03-24 08:16:00,2017-03-24 08:45:00,1717.385,Tenleytown / Wisconsin Ave & Albemarle St NW,22nd & I St NW / Foggy Bottom,Customer
191504,2017-02-03 07:58:00,2017-02-03 08:08:00,617.4830000000001,15th St & Massachusetts Ave SE,3rd & Tingey St SE,Subscriber
818382,2017-04-14 08:16:02,2017-04-14 10:14:37,7115.098000000001,21st St & Pennsylvania Ave NW,21st St & Pennsylvania Ave NW,Customer
175492,2017-02-01 07:30:00,2017-02-01 07:43:00,770.617,Columbia Rd & Belmont St NW,19th & G St NW,Subscriber
617479,2017-03-28 18:51:00,2017-03-28 19:05:00,845.6030000000001,17th St & Massachusetts Ave NW,Rhode Island Ave & V St NE,Subscriber
1163696,2017-05-15 09:09:38,2017-05-15 09:16:06,388.066,14th & G St NW,8th & H St NW,Subscriber
726524,2017-04-08 04:49:49,2017-04-08 05:12:57,1387.297,17th & G St NW,10th & U St NW,Customer
248024,2017-02-11 08:40:00,2017-02-11 08:48:00,491.12800000000004,1st & K St SE,Potomac & Pennsylvania Ave SE,Subscriber
771064,2017-04-11 07:18:01,2017-04-11 07:20:14,132.594,15th & W St NW,14th & V St NW,Subscriber
184106,2017-02-02 08:00:00,2017-02-02 08:06:00,381.35400000000004,15th & W St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
630454,2017-03-29 19:10:00,2017-03-29 19:16:00,342.457,37th & O St NW / Georgetown University,Wisconsin Ave & O St NW,Subscriber
236002,2017-02-08 21:37:00,2017-02-08 21:39:00,171.136,3rd & H St NW,1st & H St NW,Subscriber
44303,2017-01-11 08:58:00,2017-01-11 09:08:00,587.61,10th & U St NW,10th St & Constitution Ave NW,Subscriber
1037499,2017-05-03 01:56:43,2017-05-03 02:01:53,310.536,S Kenmore & 24th St S,28th St S & S Meade St,Subscriber
397441,2017-02-28 12:53:00,2017-02-28 13:19:00,1559.6889999999999,Lincoln Memorial,S Joyce & Army Navy Dr,Customer
1693625,2017-06-26 12:44:29,2017-06-26 12:55:07,638.057,4th & E St SW,1st & K St SE,Subscriber
803271,2017-04-13 08:33:51,2017-04-13 08:43:31,579.516,10th & U St NW,18th & M St NW,Subscriber
821840,2017-04-14 11:02:37,2017-04-14 11:25:46,1389.182,Eastern Market Metro / Pennsylvania Ave & 7th St SE,USDA / 12th & Independence Ave SW,Customer
720495,2017-04-07 10:09:03,2017-04-07 10:12:11,188.872,8th & East Capitol St NE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
1688721,2017-06-26 08:03:24,2017-06-26 08:37:27,2042.888,Adams Mill & Columbia Rd NW,15th & F St NE,Subscriber
1309538,2017-05-28 05:00:28,2017-05-28 05:05:08,280.594,New Jersey Ave & N St NW/Dunbar HS,5th & K St NW,Subscriber
816607,2017-04-14 07:17:01,2017-04-14 07:28:36,695.0210000000001,14th & V St NW,Florida Ave & R St NW,Subscriber
361899,2017-02-24 12:26:00,2017-02-24 12:53:00,1603.707,River Rd & Landy Ln,River Rd & Landy Ln,Subscriber
1546916,2017-06-15 08:29:05,2017-06-15 08:37:38,513.237,2nd St & Massachusetts Ave NE,Eastern Market / 7th & North Carolina Ave SE,Subscriber
1388064,2017-06-03 07:53:35,2017-06-03 08:20:29,1614.32,Lee Hwy & N Scott St,Washington-Lee High School / N Stafford St & Generals Way,Customer
588762,2017-03-25 18:55:00,2017-03-25 19:21:00,1570.3870000000002,Lincoln Memorial,17th & G St NW,Customer
23304,2017-01-06 07:35:00,2017-01-06 07:50:00,863.2130000000001,8th & O St NW,17th & G St NW,Subscriber
970364,2017-04-28 01:09:16,2017-04-28 01:16:38,441.93300000000005,Tenleytown / Wisconsin Ave & Albemarle St NW,Wisconsin Ave & Newark St NW,Subscriber
1439617,2017-06-07 08:00:14,2017-06-07 08:11:15,661.607,17th & K St NW / Farragut Square,18th St & Wyoming Ave NW,Subscriber
535128,2017-03-20 17:26:00,2017-03-20 17:37:00,708.7330000000001,20th & O St NW / Dupont South,12th & U St NW,Customer
5329,2017-01-02 18:57:00,2017-01-02 19:13:00,989.6,Lynn & 19th St North,California St & Florida Ave NW,Subscriber
1208867,2017-05-19 05:20:34,2017-05-19 05:23:16,162.042,3rd & H St NE,Columbus Circle / Union Station,Subscriber
409085,2017-03-01 19:58:00,2017-03-01 20:17:00,1121.609,14th & D St SE,Potomac & Pennsylvania Ave SE,Subscriber
1733593,2017-06-29 08:34:27,2017-06-29 08:43:55,568.226,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Subscriber
1725106,2017-06-29 03:13:45,2017-06-29 03:19:14,329.01,3rd St & Pennsylvania Ave SE,2nd & G St NE,Subscriber
1369319,2017-06-02 04:49:10,2017-06-02 05:06:02,1012.08,20th St & Florida Ave NW,34th St & Wisconsin Ave NW,Subscriber
172227,2017-01-31 17:37:00,2017-01-31 17:48:00,648.161,15th & K St NW,15th & W St NW,Subscriber
200708,2017-02-04 16:55:00,2017-02-04 16:57:00,152.575,3rd & H St NE,M St & Delaware Ave NE,Subscriber
1152451,2017-05-14 12:05:20,2017-05-14 12:18:07,766.768,11th & H St NE,5th & K St NW,Customer
570473,2017-03-24 16:19:00,2017-03-24 16:36:00,1056.282,Convention Center / 7th & M St NW,Park Rd & Holmead Pl NW,Subscriber
193715,2017-02-03 13:01:00,2017-02-03 13:07:00,379.955,14th & Belmont St NW,15th & P St NW,Subscriber
886085,2017-04-19 08:29:15,2017-04-19 08:52:31,1395.5839999999998,15th & W St NW,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,Customer
160886,2017-01-29 18:16:00,2017-01-29 18:21:00,259.031,Lamont & Mt Pleasant NW,14th & Irving St NW,Subscriber
1459281,2017-06-09 02:21:18,2017-06-09 02:38:22,1023.091,10th & Florida Ave NW,M St & Pennsylvania Ave NW,Customer
103918,2017-01-20 21:04:00,2017-01-20 21:06:00,98.305,Calvert & Biltmore St NW,Calvert St & Woodley Pl NW,Subscriber
1060005,2017-05-04 09:58:21,2017-05-04 10:02:01,219.37099999999998,5th St & Massachusetts Ave NW,Metro Center / 12th & G St NW,Subscriber
432556,2017-03-05 14:10:00,2017-03-05 14:27:00,981.005,Thomas Circle,14th & Harvard St NW,Subscriber
1008833,2017-04-30 10:01:45,2017-04-30 10:04:52,187.29,34th & Water St NW,Georgetown Harbor / 30th St NW,Subscriber
1694344,2017-06-27 01:52:08,2017-06-27 03:42:48,6639.5509999999995,19th & K St NW,Jefferson Dr & 14th St SW,Customer
380819,2017-02-26 12:42:00,2017-02-26 12:51:00,551.8330000000001,11th & S St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
282755,2017-02-16 10:13:00,2017-02-16 10:21:00,469.36699999999996,20th St & Florida Ave NW,17th & G St NW,Subscriber
1474704,2017-06-10 02:30:33,2017-06-10 02:35:37,303.501,Convention Center / 7th & M St NW,Thomas Circle,Subscriber
478960,2017-03-10 15:47:00,2017-03-10 15:53:00,388.121,N Quincy St & Glebe Rd,Fairfax Dr & Wilson Blvd,Customer
1260485,2017-05-23 08:46:52,2017-05-23 08:50:51,238.748,14th & V St NW,14th & R St NW,Subscriber
202326,2017-02-05 08:36:00,2017-02-05 08:40:00,265.29400000000004,15th & Euclid St  NW,California St & Florida Ave NW,Subscriber
147846,2017-01-27 15:34:00,2017-01-27 15:45:00,628.29,N Pershing Dr & Wayne St,Arlington Blvd & S George Mason Dr/NFATC,Subscriber
900579,2017-04-20 10:54:23,2017-04-20 11:05:08,644.687,4th & D St NW / Judiciary Square,18th St & Pennsylvania Ave NW,Subscriber
1225747,2017-05-20 06:55:00,2017-05-20 07:29:15,2055.547,Commerce St & Fayette St,Madison & Fairfax St,Customer
1292043,2017-05-26 09:11:25,2017-05-26 09:17:11,345.11199999999997,Ballston Metro / N Stuart & 9th St N,Washington-Lee High School / N Stafford St & Generals Way,Subscriber
992799,2017-04-29 08:14:36,2017-04-29 08:23:41,544.144,5th & K St NW,11th & M St NW,Subscriber
1528867,2017-06-14 06:17:27,2017-06-14 06:51:21,2033.239,Iwo Jima Memorial/N Meade & 14th St N,4th St & Madison Dr NW,Customer
887313,2017-04-19 09:20:56,2017-04-19 09:41:58,1261.753,Jefferson Memorial,4th St & Madison Dr NW,Customer
269182,2017-02-14 15:16:00,2017-02-14 15:25:00,499.226,14th St & New York Ave NW,20th & L St NW,Subscriber
53278,2017-01-12 13:28:00,2017-01-12 13:33:00,311.925,14th & Belmont St NW,Park Rd & Holmead Pl NW,Subscriber
1392307,2017-06-03 11:35:54,2017-06-03 11:54:14,1100.337,Calvert St & Woodley Pl NW,14th & Rhode Island Ave NW,Customer
546848,2017-03-21 18:44:00,2017-03-21 19:04:00,1246.063,Jefferson Memorial,12th & Army Navy Dr,Subscriber
97117,2017-01-19 18:30:00,2017-01-19 18:46:00,947.332,North Capitol St & F St NW,14th & Rhode Island Ave NW,Customer
1234876,2017-05-21 03:15:38,2017-05-21 03:42:23,1604.799,Jefferson Memorial,New York Ave & 15th St NW,Customer
1056472,2017-05-04 07:24:51,2017-05-04 07:41:21,990.681,19th St & Pennsylvania Ave NW,5th & K St NW,Subscriber
269915,2017-02-14 16:49:00,2017-02-14 17:10:00,1260.535,1st & K St SE,Jefferson Memorial,Subscriber
660096,2017-04-02 03:18:50,2017-04-02 04:05:05,2774.281,Columbia Pike & S Walter Reed Dr,S Walter Reed Dr & 8th St S,Subscriber
830070,2017-04-15 04:53:25,2017-04-15 05:27:41,2055.312,King St Metro South,Market Square / King St & Royal St,Customer
495840,2017-03-13 17:15:00,2017-03-13 17:33:00,1112.112,10th St & Constitution Ave NW,15th & East Capitol St NE,Subscriber
97464,2017-01-19 19:01:00,2017-01-19 19:10:00,537.548,Wilson Blvd & N Quincy St,Clarendon Blvd & N Fillmore St,Customer
1232037,2017-05-20 12:43:58,2017-05-20 01:15:24,1886.395,Jefferson Dr & 14th St SW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
1136658,2017-05-13 06:38:23,2017-05-13 06:53:57,934.092,14th & R St NW,19th & L St NW,Subscriber
1573280,2017-06-17 10:04:17,2017-06-17 10:08:23,246.418,11th & O St NW,15th & P St NW,Subscriber
765368,2017-04-11 03:57:15,2017-04-11 04:15:42,1106.955,2nd & G St NE,14th & L St NW,Subscriber
1616896,2017-06-21 06:27:19,2017-06-21 07:00:12,1972.476,17th & K St NW / Farragut Square,4th & East Capitol St NE,Customer
402927,2017-03-01 08:27:00,2017-03-01 08:35:00,492.89099999999996,7th & R St NW / Shaw Library,5th St & Massachusetts Ave NW,Subscriber
614093,2017-03-28 16:19:00,2017-03-28 16:36:00,972.571,Lynn & 19th St North,Jefferson Memorial,Customer
1699720,2017-06-27 06:27:21,2017-06-27 06:42:41,919.2510000000001,4th & D St NW / Judiciary Square,1st & K St SE,Subscriber
753257,2017-04-10 05:19:15,2017-04-10 05:36:35,1039.9160000000002,5th St & Massachusetts Ave NW,Potomac & Pennsylvania Ave SE,Subscriber
